,Density,Efficiency of the LCC,# of connected components,# of communities,Fraction of nodes in the LCC,Connected components entropy,Fraction of nodes in the center in the LCC,Fraction of nodes in the periphery in the LCC,Fraction of nodes in the barycenter in the LCC,Transitivity,Average clustering coefficient,Average square clustering,Modularity,Mean Assortativity coefficient of the LCC,Mean shortest path length of the LCC,Average eccentricity of the LCC,Average degree,Average communicability of the LCC,Average node similarity of the LCC,Average node betweenness centrality,Average edge betweenness centrality
pre1_09DIV_CS4_FOV2,0.006860063897763578,0.10845167647730891,37.0,589.0,0.9408945686900958,0.12066441301600861,0.0050933786078098476,0.006791171477079796,0.001697792869269949,0.3678935860058309,0.3749594299913802,0.08944944083960617,0.786911620665377,0.09958941897807691,0.022390384956403362,0.04251700680272109,4.287539936102236,1.4560835176480325e-16,0.0,0.017257794707954438,0.008684100312822874
pre3_09DIV_CS1_FOV2,0.00857956857956858,0.12265174521221259,38.0,313.0,0.8746438746438746,0.22575562941087074,0.016286644951140065,0.006514657980456026,0.003257328990228013,0.30670926517571884,0.2567358567358567,0.0675631849333612,0.8346751689596691,0.10857844338997368,0.037885773769742226,0.0718954248366013,3.0028490028490027,1.898180506006153e-15,0.0,0.02321035856852477,0.01682210684108216
pre2_09DIV_CS4_FOV4,0.00681977051472218,0.14617068454659388,69.0,274.0,0.478134110787172,0.5417763905290596,0.012195121951219513,0.018292682926829267,0.006097560975609756,0.29791459781529295,0.18428432597528813,0.045204198799665925,0.8648249999999996,0.2970270511561476,0.06751587445115295,0.147239263803681,2.3323615160349855,2.117047476993955e-12,0.0,0.007203707595239417,0.006790104512983132
pre1_09DIV_CS4_FOV1,0.010523640061006609,0.1274248143350771,27.0,254.0,0.896797153024911,0.20170237094774257,0.023809523809523808,0.011904761904761904,0.003968253968253968,0.29442970822281167,0.2608540925266905,0.0652472244552751,0.8302819202315107,0.09956520273686188,0.04539522300351494,0.08366533864541832,2.9466192170818504,1.4904202004506484e-14,0.0,0.029949999362236742,0.02212570210404035
pre3_09DIV_CS1_FOV1,0.0069245317552315295,0.10586013706144363,51.0,393.0,0.8851351351351351,0.2047581899515244,0.002544529262086514,0.017811704834605598,0.002544529262086514,0.30484330484330485,0.2490561990561988,0.05527955483146713,0.8479841987575495,0.1594922063894509,0.0351981402469073,0.0663265306122449,3.0675675675675675,1.6089560239684886e-16,0.0,0.022677782835796387,0.015869052692473316
pre2_09DIV_CS4_FOV5,0.004734155486289922,0.10010320567931613,127.0,344.0,0.6157112526539278,0.48347961752831453,0.0034482758620689655,0.006896551724137931,0.0034482758620689655,0.3107067879636109,0.1996057021534728,0.039905679096133385,0.8690562904259658,0.19184210639681923,0.06022668674283445,0.12802768166089964,2.225053078556263,1.0105441873922705e-16,0.0,0.013265155453252776,0.012602144108150934
pre1_09DIV_CS4_FOV5,0.009408403526919856,0.16309243219975142,53.0,149.0,0.3811881188118812,0.6582211002718205,0.05194805194805195,0.03896103896103896,0.012987012987012988,0.2983425414364641,0.18234323432343233,0.037236250047605134,0.8847345193388337,0.08026069100973086,0.15704482498111308,0.32894736842105265,1.891089108910891,2.9563105546022886e-12,0.0,0.008753263386040096,0.010106019588440054
pre1_09DIV_CS4_FOV4,0.008432067802473407,0.12206599587938743,37.0,336.0,0.8873994638069705,0.20783691608276758,0.012084592145015106,0.00906344410876133,0.0030211480362537764,0.31570155902004454,0.2723477594791267,0.06270774697801187,0.8371583022865078,0.15579152724805212,0.03559239747100225,0.0696969696969697,3.136729222520107,2.82613559290934e-15,0.0,0.022800403026694113,0.015805547363101632
pre3_09DIV_CS1_FOV4,0.009263329263329264,0.12408140354440061,26.0,325.0,0.905982905982906,0.18687896674986362,0.0031446540880503146,0.012578616352201259,0.0031446540880503146,0.30139372822299654,0.26853886853886827,0.06211841243107343,0.8104589496573091,0.11760395784241377,0.0370453263416109,0.0694006309148265,3.242165242165242,3.2205141331509424e-15,0.0,0.025259588124917635,0.01693548006377531
pre2_09DIV_CS4_FOV2,0.004695327363809325,0.12356996086204823,123.0,216.0,0.4336283185840708,0.6764427128644808,0.013605442176870748,0.027210884353741496,0.006802721088435374,0.2698744769874477,0.12347239780868102,0.018374851769915677,0.8871906137283888,0.23280666580830323,0.09688547965630238,0.19863013698630136,1.5870206489675516,3.530414272118465e-16,0.0,0.0073179939759881706,0.009876273085446053
pre2_09DIV_CS1_FOV4,0.004783209058271196,0.09133989676195269,98.0,328.0,0.5845070422535211,0.5210140180259895,0.008032128514056224,0.012048192771084338,0.004016064257028112,0.265695067264574,0.1446121171473284,0.0352386744398489,0.899450101072596,0.2262262841277177,0.07796404138928241,0.1532258064516129,2.032863849765258,8.933825901280557e-17,0.0,0.014772136332609046,0.015262393543436965
pre1_09DIV_CS1_FOV1,0.009427121102248005,0.16198109649617723,50.0,147.0,0.5431472081218274,0.5560998180892436,0.009345794392523364,0.018691588785046728,0.009345794392523364,0.2,0.11218274111675128,0.02520299788045557,0.836840357444753,0.2216811262072364,0.08926248407155904,0.16981132075471697,1.8477157360406091,2.0412517628493852e-10,0.0,0.013026374157628681,0.015663012011297522
pre3_09DIV_CS4_FOV1,0.009489213433167767,0.11857966213826272,29.0,300.0,0.9027355623100304,0.18937397734517922,0.006734006734006734,0.006734006734006734,0.003367003367003367,0.32608695652173914,0.28451295411781746,0.07920470878507754,0.8389396667480469,0.16618216942572692,0.04233863777782697,0.08445945945945946,3.1124620060790273,4.215378046623641e-16,0.0,0.028730624999008122,0.019940763365056697
pre3_09DIV_CS5_FOV1,0.005309063329541145,0.09558482645756632,88.0,498.0,0.8344709897610921,0.2636679465358535,0.002044989775051125,0.010224948875255624,0.002044989775051125,0.3378509196515005,0.26756053957419196,0.05863241556509236,0.8131523970534957,0.31858636656859124,0.03293042885430561,0.06352459016393443,3.10580204778157,9.042246118529107e-17,0.0,0.01796293365908589,0.012292888990184858
pre3_09DIV_CS4_FOV3,0.005188652642264959,0.09923680492420629,74.0,522.0,0.790268456375839,0.2879591754254429,0.036093418259023353,0.01910828025477707,0.0021231422505307855,0.31717171717171716,0.2705536912751679,0.05850283457214379,0.8765991257088847,0.13727712018554056,0.03211311763592099,0.059574468085106386,3.087248322147651,1.0993810029003015e-16,0.0,0.014834421328696897,0.010261345273446403
pre3_09DIV_CS5_FOV3,0.0033576850287946928,0.3193959332848212,172.0,142.0,0.08598726114649681,0.9086058854359544,0.07407407407407407,0.07407407407407407,0.037037037037037035,0.2903225806451613,0.08195329087048832,0.025398536633032105,0.9387144168962348,0.020702070207020702,0.17302213456059612,0.3076923076923077,1.0509554140127388,0.00048303414253467614,0.0,0.00012157585263545652,0.0003221404332492834
pre3_09DIV_CS5_FOV2,0.004406417112299465,0.0987997297572363,122.0,253.0,0.536,0.5772983885649405,0.004975124378109453,0.009950248756218905,0.004975124378109453,0.23404255319148937,0.11315555555555555,0.02240993646415808,0.8895382327374037,0.0784456798702793,0.08554925373134328,0.16,1.648,1.3644853747319524e-16,0.0,0.012391965706584856,0.015895101788876775
pre1_09DIV_CS1_FOV2,0.012643969474247417,0.15075853379104345,27.0,240.0,0.9026217228464419,0.19313813963181664,0.012448132780082987,0.02074688796680498,0.004149377593360996,0.3125,0.2909755662564652,0.07215166821038052,0.8008144800869044,0.12652351406717297,0.03925484094052559,0.075,3.363295880149813,8.990061733243904e-12,0.0,0.025879836330278728,0.01708808945865075
pre3_09DIV_CS4_FOV2,0.0034874258921997908,0.17608268061144822,210.0,184.0,0.28426395939086296,0.7915781364392918,0.008928571428571428,0.03571428571428571,0.008928571428571428,0.33383458646616543,0.14753444525018133,0.0299631855840619,0.862496570644719,0.052238805970149384,0.08674214755295837,0.18018018018018017,1.3705583756345177,3.517279373393715e-10,0.0,0.0017785740250298593,0.002892028050576765
pre2_09DIV_CS1_FOV2,0.0134152585765489,0.15199077850367773,13.0,267.0,0.9571428571428572,0.11049588545290505,0.014925373134328358,0.007462686567164179,0.0037313432835820895,0.30633200228180263,0.29444727891156447,0.08154783373748187,0.7866747275799777,0.1948991733694579,0.03450146063019079,0.07116104868913857,3.742857142857143,1.7552858472269506e-11,0.0,0.027057156118423246,0.016102795464405895
pre2_09DIV_CS1_FOV1,0.006053375751148816,0.11608627668334542,80.0,289.0,0.6205962059620597,0.4887052772282167,0.026200873362445413,0.013100436681222707,0.004366812227074236,0.26332288401253917,0.15616208543037816,0.047495165112162896,0.8637913580904688,0.2868608814632686,0.06188619004033489,0.13157894736842105,2.227642276422764,2.8238710811373336e-16,0.0,0.013755169390338612,0.013229335720840544
pre1_09DIV_CS1_FOV4,0.0071587125416204215,0.09959724965238746,51.0,374.0,0.8823529411764706,0.20917727147635168,0.010666666666666666,0.010666666666666666,0.0026666666666666666,0.3220858895705521,0.2752436974789916,0.06924095055751565,0.857129980169461,0.24656825893087994,0.041356477642102055,0.0748663101604278,3.0352941176470587,1.0361997565734192e-16,0.0,0.026619254151546888,0.01866394789596402
pre3_09DIV_CS4_FOV4,0.003861003861003861,0.1842895257512959,165.0,242.0,0.18673218673218672,0.7853008981453778,0.039473684210526314,0.039473684210526314,0.013157894736842105,0.263681592039801,0.13497133497133504,0.03508515356040937,0.9087125716138795,0.07289253252539517,0.11937777777777778,0.24,1.5675675675675675,2.075721101924451e-09,0.0,0.0009705182118975215,0.0014233138219734277
pre3_09DIV_CS5_FOV4,0.005491700570827468,0.09242084360668018,71.0,438.0,0.8349705304518664,0.26615343403004044,0.007058823529411765,0.004705882352941176,0.002352941176470588,0.2983671449777338,0.2532556834128542,0.055775383773052044,0.8759710374925612,0.11192494500689806,0.040128630661947946,0.08254716981132075,2.7897838899803538,8.933825901280557e-17,0.0,0.022013134740552397,0.016701022931363163
pre3_09DIV_CS3_FOV4,0.0058566239157832305,0.1672002296682505,108.0,221.0,0.39209726443769,0.6589533455361585,0.023255813953488372,0.023255813953488372,0.007751937984496124,0.30039525691699603,0.16684035316254167,0.03196887821910829,0.8540798750200296,0.12607944732297066,0.07218897619912791,0.15625,1.9209726443768997,1.8332634854081008e-10,0.0,0.0040142573980883325,0.004689357760800877
pre3_09DIV_CS2_FOV4,0.005668688619295205,0.10121822207018037,76.0,501.0,0.8526863084922011,0.2408865347559004,0.02032520325203252,0.016260162601626018,0.0020325203252032522,0.34622582657517154,0.3163544331655253,0.07232865277070269,0.8470729035660672,0.1246042398414137,0.029040436869664593,0.05295315682281059,3.265164644714038,1.1395811865769906e-16,0.0,0.016760584901079213,0.011002435756855439
pre3_09DIV_CS3_FOV1,0.005265005265005265,0.08700283113677917,73.0,445.0,0.8243243243243243,0.2768353208817131,0.00234192037470726,0.00702576112412178,0.00234192037470726,0.28911917098445594,0.2252528038242321,0.044864287140575276,0.8783642673909761,0.14405083873964977,0.04761032394113262,0.09859154929577464,2.722007722007722,6.382426344785655e-17,0.0,0.02538238226016554,0.019541667798797714
pre3_09DIV_CS2_FOV1,0.004555357496533967,0.09590564141984499,109.0,486.0,0.7210084033613445,0.360433556453383,0.002331002331002331,0.006993006993006993,0.002331002331002331,0.30982367758186397,0.2619847939175671,0.0518399405694437,0.875614366729679,0.07315872038387773,0.036778743718214414,0.06775700934579439,2.7058823529411766,9.519295074422729e-17,0.0,0.012946943132440604,0.01018934407315847
pre3_09DIV_CS3_FOV3,0.002244994414367964,0.36421276844070993,243.0,189.0,0.03935185185185185,0.916099046916345,0.11764705882352941,0.17647058823529413,0.058823529411764705,0.22093023255813954,0.05555555555555557,0.0075293726335393,0.9513518463405155,-0.2041666666666662,0.24816176470588236,0.4375,0.9675925925925926,0.001828895827401846,0.0,4.566429052480963e-05,0.0001401547530501007
pre3_09DIV_CS2_FOV3,0.006776270006958942,0.10628560056303601,52.0,428.0,0.8708333333333333,0.21968409214568665,0.009569377990430622,0.004784688995215311,0.0023923444976076554,0.32875098193244306,0.2884771825396826,0.06598689355812497,0.862009158906534,0.12941250839555848,0.03294421362844322,0.06235011990407674,3.245833333333333,1.446325698095663e-16,0.0,0.020202842975399114,0.01337023627350875
pre3_09DIV_CS2_FOV2,0.004424694854079885,0.0868595726315884,121.0,442.0,0.7246891651865008,0.377634819400987,0.0024509803921568627,0.00980392156862745,0.0024509803921568627,0.30868665977249227,0.227471876850207,0.05003467749262865,0.886175510204081,0.1555610772904844,0.04693283660619981,0.09828009828009827,2.4866785079928952,6.414749916146267e-17,0.0,0.016944846116673375,0.014332110371755632
pre3_12DIV_CS3_FOV4,0.007043084792445406,0.1334190705460361,68.0,323.0,0.7135549872122762,0.38347736936354876,0.0035842293906810036,0.007168458781362007,0.0035842293906810036,0.30205096333126163,0.2417488734624284,0.04771097540373228,0.8413595081302081,0.13902045822753942,0.038840684240725315,0.07194244604316546,2.7468030690537084,8.922127359839438e-14,0.0,0.01284197320200188,0.010259512086942134
pre3_12DIV_CS3_FOV1,0.007440003629270063,0.11608303649104508,61.0,409.0,0.8553191489361702,0.24202456720930277,0.0024875621890547263,0.007462686567164179,0.0024875621890547263,0.35796011768551816,0.30805471124620093,0.07104487697181654,0.8090831350386675,0.19642898002455905,0.0320174799041651,0.06483790523690773,3.4893617021276597,2.241520228978e-16,0.0,0.018500087823682603,0.011450579410752603
pre3_12DIV_CS2_FOV3,0.008798445428047069,0.12555497386276385,30.0,442.0,0.9385593220338984,0.12872004306665155,0.002257336343115124,0.009029345372460496,0.002257336343115124,0.35127330007876084,0.3552865213882167,0.08727710560607195,0.7948507241103876,0.13496112064626517,0.02557578114416786,0.049773755656108594,4.1440677966101696,3.381192895113294e-15,0.0,0.019310430500971226,0.010180647754503499
pre3_12DIV_CS3_FOV3,0.012425249169435215,0.14546628463024844,10.0,291.0,0.9700996677740864,0.08689941046780299,0.003424657534246575,0.010273972602739725,0.003424657534246575,0.319047619047619,0.3199335548172758,0.07100142840249393,0.8042186571598336,0.1627318547364782,0.03251736209688156,0.058419243986254296,3.727574750830565,3.406585994195077e-12,0.0,0.02663288851357608,0.015872068348128546
pre3_12DIV_CS2_FOV2,0.007330616810482582,0.11785708202506867,54.0,394.0,0.859375,0.23622772745405346,0.012987012987012988,0.007792207792207792,0.0025974025974025974,0.3252720677146312,0.2957819586167803,0.06475626025708461,0.8225959432470357,0.14357955195771407,0.031824276526424965,0.059895833333333336,3.2767857142857144,4.230285826495317e-16,0.0,0.018573871184793776,0.012292249571774301
pre2_12DIV_CS1_FOV5,0.007525606824095116,0.1099511162074226,62.0,287.0,0.7936962750716332,0.3213502959140714,0.02888086642599278,0.02527075812274368,0.0036101083032490976,0.3076923076923077,0.22743894119252273,0.04829023844875462,0.8567433887641309,0.185805970389529,0.052148662758559505,0.09782608695652174,2.6189111747851004,1.4750570556665288e-16,0.0,0.024297214084220704,0.019827483510788595
pre3_12DIV_CS5_FOV1,0.010694734465827643,0.13873127786497202,18.0,359.0,0.9416445623342176,0.13070114485969364,0.0028169014084507044,0.01971830985915493,0.0028169014084507044,0.32349841938883034,0.3149109511178475,0.0829286493985177,0.7779899193127311,0.10666424550572125,0.02877566076339296,0.05367231638418079,4.021220159151194,3.4545413404862835e-13,0.0,0.0217186447692684,0.011914505708509323
pre3_12DIV_CS4_FOV1,0.00834344303995617,0.12509352012931746,34.0,472.0,0.9347826086956522,0.13303274340580315,0.008456659619450317,0.006342494714587738,0.0021141649048625794,0.3478561549100968,0.34364608821130654,0.081268201857376,0.7868176874148595,0.1015736695954234,0.02398770158510744,0.046610169491525424,4.213438735177865,2.8683652675276505e-15,0.0,0.017893808014341806,0.009279715800929964
pre3_12DIV_CS5_FOV3,0.0028134446739097904,0.45683982683982705,178.0,81.0,0.04247104247104247,0.952671593182243,0.18181818181818182,0.18181818181818182,0.09090909090909091,0.33,0.0810810810810811,0.02370533799105228,0.9429606156631953,-0.3508771929824541,0.3090909090909091,0.6,0.7258687258687259,0.02935676715282347,0.0,2.7484599016587085e-05,0.00014455679967802674
pre1_12DIV_CS1_FOV3,0.010156510156510156,0.14132456457447928,37.0,327.0,0.8928571428571429,0.19983803427199442,0.012307692307692308,0.012307692307692308,0.003076923076923077,0.3436123348017621,0.3382151578580151,0.07977028621787029,0.786869698672489,0.05170784745035263,0.03065685343463121,0.05864197530864197,3.6868131868131866,4.704587414083861e-13,0.0,0.01966529201586961,0.011797036454941902
pre3_12DIV_CS4_FOV3,0.006707382406514519,0.12851190088985603,77.0,229.0,0.5816993464052288,0.5193965255645636,0.0056179775280898875,0.011235955056179775,0.011235955056179775,0.25035360678925034,0.14967320261437925,0.033893566229643346,0.8693974624626153,0.11473853345018988,0.06895216084748991,0.13559322033898305,2.045751633986928,5.645048112360969e-15,0.0,0.01250930484359404,0.013254900591497623
pre3_12DIV_CS4_FOV2,0.008097210715272024,0.1219257381727019,54.0,372.0,0.863849765258216,0.23395529626290026,0.03804347826086957,0.010869565217391304,0.002717391304347826,0.34295612009237875,0.289526045159848,0.07186519106741111,0.8001522458118443,0.1922498191154899,0.03229133814549266,0.06267029972752043,3.4413145539906105,9.51550036681903e-16,0.0,0.019090473287375002,0.012060554752423807
pre1_12DIV_CS1_FOV2,0.015132455231611662,0.1586520108563416,15.0,218.0,0.9399141630901288,0.14245437866902802,0.0045662100456621,0.0319634703196347,0.0045662100456621,0.3009188361408882,0.30810341303903566,0.07358925345036568,0.7829281269241575,0.06533980339856743,0.040758257591742154,0.0779816513761468,3.5107296137339055,5.1689178545005765e-11,0.0,0.03014830860028432,0.019186930297404148
pre3_12DIV_CS5_FOV2,0.00862245723843954,0.12194765413732678,39.0,392.0,0.9118329466357309,0.1689589882365099,0.020356234096692113,0.017811704834605598,0.002544529262086514,0.3454913880445795,0.3285548558170371,0.07617442293560085,0.7948734416142832,0.1765160683071138,0.03023950076992941,0.05612244897959184,3.7076566125290022,4.537724905030738e-16,0.0,0.021031041837171437,0.012332377107384863
pre2_12DIV_CS1_FOV2,0.012478417830795794,0.14376242731098982,13.0,264.0,0.9566787003610109,0.11150661788516783,0.01509433962264151,0.007547169811320755,0.0037735849056603774,0.29354207436399216,0.2540398831012549,0.06025717565258318,0.7739277191039383,0.2871246323598285,0.03721368920768578,0.07196969696969698,3.444043321299639,1.9027735116694533e-12,0.0,0.02936392650409285,0.018847303486129757
pre2_12DIV_CS1_FOV3,0.006021375884389583,0.19095242564524237,87.0,278.0,0.26301369863013696,0.6051042633295954,0.020833333333333332,0.041666666666666664,0.010416666666666666,0.2921686746987952,0.18512720156555776,0.05606414857183128,0.8829343749999996,-0.0070659400829128855,0.08215143120960296,0.14736842105263157,2.191780821917808,6.313276094645659e-09,0.0,0.002886362288603882,0.003008618094234533
pre2_12DIV_CS1_FOV1,0.011440322645050512,0.1407671859332437,20.0,297.0,0.9400630914826499,0.13461632137404478,0.016778523489932886,0.006711409395973154,0.003355704697986577,0.3088923556942278,0.2960718041159681,0.07005611399659216,0.8040075655820839,0.11331548665057233,0.03388756158059934,0.06734006734006734,3.6151419558359623,1.0223483928054273e-12,0.0,0.025425221000830927,0.015519170900396853
pre3_12DIV_CS5_FOV4,0.009053386728250989,0.12442837374756234,33.0,371.0,0.9207920792079208,0.15768428627185763,0.005376344086021506,0.005376344086021506,0.002688172043010753,0.3450920245398773,0.34724972497249745,0.0763645775339169,0.810769760424472,0.06188128220597594,0.030908011983488602,0.05660377358490566,3.6485148514851486,2.3780890451297054e-15,0.0,0.022070964735079482,0.013188880459839611
pre1_12DIV_CS1_FOV4,0.00926354347406979,0.12919953594375413,38.0,418.0,0.9122807017543859,0.1681595002083672,0.009615384615384616,0.004807692307692308,0.002403846153846154,0.3704728370221328,0.37757936507936557,0.08723021815394309,0.7737355187375272,0.11389858797475051,0.02668719363087196,0.05301204819277108,4.214912280701754,5.5599581470951176e-15,0.0,0.018465555620668088,0.009589460323344992
pre1_12DIV_CS4_FOV3,0.009546479263485346,0.1328740262099637,45.0,354.0,0.8822055137844611,0.21128718409118913,0.002840909090909091,0.008522727272727272,0.002840909090909091,0.3522225992534781,0.32821339061940585,0.08194282013055013,0.771959259542888,0.1144980155791603,0.03099443555284011,0.05982905982905983,3.799498746867168,1.5976315322768775e-14,0.0,0.019360611190901458,0.011166541537811851
pre3_12DIV_CS1_FOV2,0.01136811534073229,0.13660331158168376,26.0,285.0,0.9067524115755627,0.18552778906229467,0.028368794326241134,0.0070921985815602835,0.0035460992907801418,0.3382978723404255,0.2880110243454297,0.08929285654075862,0.8076116202248389,0.26155022132604405,0.03749503413167161,0.0711743772241993,3.5241157556270095,3.964471979867046e-14,0.0,0.025365709891244564,0.015802984062137315
pre1_12DIV_CS4_FOV2,0.009269356597600873,0.13472327004342763,46.0,347.0,0.8829516539440203,0.21041697901779413,0.005763688760806916,0.008645533141210375,0.002881844380403458,0.3475123433345993,0.3332424572882589,0.08392334986951383,0.7919981718177466,0.10789414223578023,0.030299518659097427,0.06069364161849711,3.633587786259542,1.0984008841363746e-13,0.0,0.01890274862019153,0.011443035956658193
pre2_12DIV_CS5_FOV4,0.008308112278203075,0.12562045813825007,39.0,372.0,0.9002433090024331,0.1865970113661052,0.005405405405405406,0.024324324324324326,0.002702702702702703,0.3215200683176772,0.3180801761093731,0.069520694324492,0.832730612244898,0.12403262611564006,0.030181440611740037,0.058265582655826556,3.40632603406326,1.1448632840360684e-14,0.0,0.020081081720281273,0.012890612680892189
pre2_12DIV_CS4_FOV4,0.011949849810630795,0.1306819570902421,22.0,226.0,0.907258064516129,0.18968950511069785,0.008888888888888889,0.013333333333333334,0.0044444444444444444,0.27612655800575264,0.2120967741935485,0.05555970418069237,0.8181828361551554,0.18341656757827965,0.054307681405895696,0.11160714285714286,2.9516129032258065,1.621034036169977e-14,0.0,0.03734255068161234,0.027347382408753423
pre3_12DIV_CS1_FOV1,0.01345901443741797,0.15499125876944223,12.0,278.0,0.9620689655172414,0.10151964036824443,0.007168458781362007,0.010752688172043012,0.0035842293906810036,0.32910775231594347,0.3201395730706075,0.07150515152766569,0.7731911121170968,0.26957177048516945,0.032342842365698996,0.06474820143884892,3.889655172413793,2.947727261934374e-11,0.0,0.02567903260019356,0.014753567043320703
pre1_12DIV_CS4_FOV1,0.010224327464474037,0.1312192361820026,26.0,309.0,0.9194029850746268,0.16499919387430198,0.006493506493506494,0.01948051948051948,0.003246753246753247,0.31438998957247133,0.2829613835583985,0.07652980698370518,0.8069068169592646,0.09321715738042194,0.03560387770830322,0.06840390879478828,3.4149253731343285,2.1353885253463413e-14,0.0,0.02520112390520829,0.01614875873969628
pre1_12DIV_CS4_FOV5,0.010511027022894928,0.13057003886264776,18.0,306.0,0.9444444444444444,0.12830760494234816,0.00980392156862745,0.016339869281045753,0.0032679738562091504,0.2994865944095836,0.2725529100529101,0.06398177957839797,0.8302727272727275,0.1532260788309321,0.035965874659457976,0.06885245901639345,3.3950617283950617,2.924938936887944e-14,0.0,0.027611832935564257,0.017786985784921775
pre2_12DIV_CS4_FOV1,0.009946685764303334,0.1312033967815793,26.0,329.0,0.923943661971831,0.15711304660310613,0.009146341463414634,0.018292682926829267,0.003048780487804878,0.31392045454545453,0.2984171696847754,0.07102694028095537,0.82016,0.1775969483946102,0.03317975524675708,0.06116207951070336,3.5211267605633805,2.1701770155230227e-14,0.0,0.023814518486859428,0.014816048380679552
pre3_12DIV_CS1_FOV4,0.007887771769988033,0.12065496336600476,34.0,445.0,0.9290187891440501,0.1428047034472888,0.03146067415730337,0.0044943820224719105,0.0022471910112359553,0.3238123872519543,0.31056765085992666,0.07051282363207091,0.7988653546870342,0.06344731047187724,0.026332269104816935,0.04954954954954955,3.77035490605428,9.792514021889076e-16,0.0,0.01934198083678605,0.011172836709845698
pre1_12DIV_CS4_FOV4,0.009749361035534669,0.13298862816927726,29.0,283.0,0.8878205128205128,0.20982464916748786,0.01444043321299639,0.04332129963898917,0.0036101083032490976,0.28752642706131076,0.25914479039479055,0.06363790806570865,0.8270027578007322,0.029954264063603592,0.03844109442165853,0.07246376811594203,3.032051282051282,9.577278206607254e-14,0.0,0.024425064960279137,0.01767447263970107
pre2_12DIV_CS4_FOV2,0.009192883125580262,0.12273543494726291,30.0,333.0,0.9090909090909091,0.17810874444456448,0.006060606060606061,0.015151515151515152,0.0030303030303030303,0.3090332805071315,0.2846385937295027,0.06002207843924974,0.8317343537564139,0.13962223814462588,0.0366799339185034,0.0790273556231003,3.327823691460055,1.0798653637955624e-15,0.0,0.02533055764286053,0.016507657930484507
pre2_12DIV_CS5_FOV2,0.00995620698900706,0.12723258006762894,30.0,305.0,0.9074626865671642,0.18166097440091417,0.019736842105263157,0.009868421052631578,0.003289473684210526,0.3167701863354037,0.28419331911869233,0.06472839292727028,0.8272613288036385,0.1982590374588017,0.03776590530340163,0.07260726072607261,3.325373134328358,2.100316448538919e-15,0.0,0.025817183704394342,0.016912737936865086
