,Density,Efficiency of the LCC,# of connected components,# of communities,Fraction of nodes in the LCC,Connected components entropy,Fraction of nodes in the center in the LCC,Fraction of nodes in the periphery in the LCC,Fraction of nodes in the barycenter in the LCC,Transitivity,Average clustering coefficient,Average square clustering,Modularity,Mean Assortativity coefficient of the LCC,Mean shortest path length of the LCC,Average eccentricity of the LCC,Average degree,Average communicability of the LCC,Average node similarity of the LCC,Average node betweenness centrality,Average edge betweenness centrality
pre2_12DIV_CS5_FOV3,0.012279009964641594,0.13557138211767386,11.0,295.0,0.9640522875816994,0.09863363475714443,0.006779661016949152,0.01694915254237288,0.003389830508474576,0.32558139534883723,0.3103797074385311,0.07391723256427273,0.7755863782973784,0.15555055111411428,0.036173879213855495,0.06802721088435375,3.7450980392156863,8.68356493481659e-14,0.0,0.029453143063380104,0.017247923401901614
pre1_12DIV_CS3_FOV5,0.008302712406384112,0.12518312919814192,33.0,430.0,0.9222462203023758,0.15408922488981047,0.00234192037470726,0.01639344262295082,0.00234192037470726,0.3292242934455803,0.314518838492921,0.07368637357616303,0.8056037456375293,0.09841717277370864,0.02630206958160363,0.04929577464788732,3.83585313174946,4.879343457053764e-15,0.0,0.018824069193488654,0.010730096313249659
pre2_12DIV_CS2_FOV1,0.009966128191766545,0.1319517513730376,29.0,275.0,0.9046052631578947,0.18754123711398382,0.0036363636363636364,0.01818181818181818,0.0036363636363636364,0.2842339008142117,0.2513471177944862,0.0620091465176526,0.8164784674460441,0.07311620895360653,0.03931279333911334,0.072992700729927,3.0197368421052633,3.8487876080628425e-14,0.0,0.02646856921662889,0.019197288665915108
pre2_12DIV_CS3_FOV1,0.005716134598792062,0.1668279620616668,98.0,207.0,0.2786885245901639,0.7080009864706281,0.011764705882352941,0.03529411764705882,0.011764705882352941,0.25919117647058826,0.1108196721311475,0.019468122249399217,0.8871911712353155,0.2035060975609744,0.11916766706682673,0.23809523809523808,1.7377049180327868,7.951469938251526e-11,0.0,0.00263321629833389,0.003420075862405784
pre1_12DIV_CS3_FOV4,0.011749843994946958,0.1383171873914997,8.0,355.0,0.9807162534435262,0.06384540079744709,0.019662921348314606,0.008426966292134831,0.0028089887640449437,0.34881389909789506,0.3571275525820981,0.09663094074627085,0.7736633869365621,0.1359376944539228,0.028625986015794084,0.056338028169014086,4.253443526170799,2.891805718496787e-13,0.0,0.024409388964012214,0.012660027905445735
pre1_12DIV_CS2_FOV4,0.008277957091323333,0.12574750456041126,58.0,172.0,0.6826086956521739,0.4602326438722776,0.012738853503184714,0.012738853503184714,0.006369426751592357,0.2108843537414966,0.11202898550724638,0.029337984045281387,0.8328213113374293,0.13679405623270083,0.08343436056566875,0.16666666666666666,1.8956521739130434,6.148023410046175e-16,0.0,0.024508608715637575,0.02777062652520545
pre2_12DIV_CS3_FOV2,0.009664630879674275,0.1296431024594262,36.0,270.0,0.8398692810457516,0.2632461083078151,0.0038910505836575876,0.01556420233463035,0.0038910505836575876,0.29910044977511246,0.23575319016495477,0.05901169086939429,0.8287619038254481,0.29661763555079845,0.04487865165977627,0.08984375,2.947712418300654,1.9427981359093627e-14,0.0,0.024330685682383394,0.01796719220808407
pre2_12DIV_CS2_FOV2,0.012176706827309237,0.1398264491539997,23.0,227.0,0.908,0.188187597842466,0.013215859030837005,0.01762114537444934,0.004405286343612335,0.30054151624548736,0.2568761904761906,0.061733161137913946,0.8250012183151049,0.15940549802577506,0.045890498153740314,0.084070796460177,3.032,7.598969196942473e-13,0.0,0.0311415986526752,0.02255218234415233
pre2_12DIV_CS3_FOV3,0.00893661321074733,0.14993570435414344,20.0,394.0,0.5942028985507246,0.32093719352205075,0.052845528455284556,0.016260162601626018,0.0040650406504065045,0.3265073947667804,0.32941683919944803,0.07516305792467479,0.8184029015103754,0.10851732274004208,0.03972084802064181,0.07755102040816327,3.6908212560386473,1.0863336922725675e-11,0.0,0.00959860874471202,0.0058041687251485525
pre1_12DIV_CS3_FOV3,0.008294532224003257,0.13286852812182268,57.0,340.0,0.8488664987405542,0.25376953358656895,0.02373887240356083,0.02373887240356083,0.002967359050445104,0.31755593803786575,0.25838631002358964,0.06239650367369311,0.7763641367759421,0.16533569949719018,0.032012919534777314,0.0625,3.2846347607052895,4.287255229648568e-14,0.0,0.01779002279273301,0.011882512910158882
pre1_12DIV_CS2_FOV3,0.007924355711104041,0.11645621031244269,60.0,389.0,0.8685968819599109,0.22588387928010353,0.010256410256410256,0.005128205128205128,0.002564102564102564,0.36883561643835616,0.34610068229221946,0.08497317745823638,0.8178827755903963,0.11058602051411437,0.032520813709148444,0.06426735218508997,3.5501113585746102,2.419939248987646e-16,0.0,0.019657599964695526,0.011971333700070787
pre1_12DIV_CS2_FOV2,0.010313787459788927,0.13226090740969387,24.0,353.0,0.9389920424403183,0.13247796096952116,0.014124293785310734,0.005649717514124294,0.002824858757062147,0.34790462427745666,0.3284030146099111,0.08736640034615377,0.7900773072885184,0.18619433061166246,0.030492578525741516,0.056657223796033995,3.8779840848806364,1.5950999202041238e-14,0.0,0.0229530259420208,0.012980763922950089
pre1_12DIV_CS3_FOV2,0.011543406562692158,0.1383726405275252,19.0,249.0,0.9253731343283582,0.1625649788825781,0.008064516129032258,0.036290322580645164,0.004032258064516129,0.2738287560581583,0.24446517412935323,0.05524217370375536,0.8138553899008613,0.11693416636137552,0.04157543651676987,0.07692307692307693,3.082089552238806,3.8175087141998146e-13,0.0,0.029830466658008436,0.021285755026591913
pre2_12DIV_CS2_FOV4,0.010365108751778944,0.12992834597862668,14.0,385.0,0.9674185463659147,0.08608145188097231,0.0051813471502590676,0.025906735751295335,0.0025906735751295338,0.35014272121788775,0.3555316863587543,0.08995602178147478,0.7869130068253389,0.15431658849462163,0.028199357334677974,0.05454545454545454,4.12531328320802,1.7114998654421676e-14,0.0,0.023234611470767726,0.012345030622129466
pre1_12DIV_CS3_FOV1,0.007745410208503285,0.12000777418984099,47.0,431.0,0.9016736401673641,0.18104780490002795,0.013921113689095127,0.0069605568445475635,0.002320185614849188,0.33872444308819044,0.3239340506076915,0.0832249294991848,0.8063920357988891,0.11921825380590285,0.027619168322000103,0.053488372093023255,3.694560669456067,4.0741607136574043e-16,0.0,0.018572543093182646,0.010932467464323024
pre1_12DIV_CS2_FOV1,0.01208432949358835,0.14682969596124815,30.0,185.0,0.8558139534883721,0.2630624977972898,0.03804347826086957,0.021739130434782608,0.005434782608695652,0.256198347107438,0.20757475083056473,0.043935801342723124,0.822919362351845,0.05217680292455982,0.0534539569774371,0.09836065573770492,2.5860465116279068,3.586323187206031e-12,0.0,0.030174089527383815,0.025751830615490197
pre2_17DIV_CS2_FOV4,0.018482966309053266,0.1749335044720299,6.0,225.0,0.9783549783549783,0.07769475257542789,0.017699115044247787,0.008849557522123894,0.004424778761061947,0.3453125,0.3750704322132895,0.09513575927735607,0.7628660076903614,0.07241192194063169,0.03491611493499399,0.06666666666666667,4.251082251082251,5.162762554706407e-10,0.0,0.028654605947182374,0.015313627604427227
pre1_17DIV_CS2_FOV1,0.01793781557268137,0.17644623037160442,12.0,201.0,0.9483568075117371,0.13165901375500388,0.0297029702970297,0.019801980198019802,0.0049504950495049506,0.3095723014256619,0.28678739101274303,0.07874613074611246,0.7507117817405883,0.07822144534877423,0.03928904808502681,0.07462686567164178,3.8028169014084505,8.513644466062037e-10,0.0,0.029391107142422317,0.017532526473383346
pre1_17DIV_CS3_FOV1,0.0117794262221825,0.1468218146352167,25.0,310.0,0.9283582089552239,0.1508435523822498,0.01929260450160772,0.012861736334405145,0.003215434083601286,0.3400163666121113,0.33976545842217515,0.08482494175838837,0.7903661454219734,0.013824845126813094,0.03065924763526739,0.05806451612903226,3.934328358208955,4.39772914265224e-12,0.0,0.02200536401984252,0.0124270653312088
pre1_17DIV_CS2_FOV3,0.011840534733826688,0.14976950963899016,23.0,332.0,0.9380281690140845,0.13519926845106106,0.015015015015015015,0.03003003003003003,0.003003003003003003,0.354,0.36289291303375837,0.08194633676553709,0.7614301508844953,0.09793334951063654,0.02786103711492012,0.05421686746987952,4.191549295774648,4.5560521501342155e-12,0.0,0.020559985446843433,0.010937375666427945
pre1_17DIV_CS3_FOV3,0.011080160940885176,0.14213300265432124,22.0,338.0,0.9416666666666667,0.12939127701045594,0.0029498525073746312,0.008849557522123894,0.0029498525073746312,0.34875846501128666,0.35776895943562603,0.08772083854146198,0.7980956040697856,0.0634481978433103,0.02862506466777778,0.05325443786982249,3.977777777777778,1.2924500879252232e-12,0.0,0.02148421627771466,0.011980352693615791
pre1_17DIV_CS3_FOV2,0.017630257066876785,0.20670506270689704,26.0,117.0,0.6713286713286714,0.4748874376569154,0.010416666666666666,0.020833333333333332,0.010416666666666666,0.3067484662576687,0.19840159840159835,0.04905348908138882,0.799740956898973,0.10737793496414315,0.07372345337026777,0.1368421052631579,2.5034965034965033,8.860122564930917e-08,0.0,0.019203351837454325,0.017683630399028937
pre2_17DIV_CS2_FOV2,0.011727274241641819,0.14642482134043167,20.0,327.0,0.9423631123919308,0.12987969969660806,0.027522935779816515,0.01834862385321101,0.0030581039755351682,0.3272933182332956,0.3331000411692052,0.08748061221177456,0.7706319005036157,0.06835993931426754,0.029225444152511323,0.05521472392638037,4.057636887608069,3.699136916918144e-12,0.0,0.021946342215942057,0.012016187469807272
pre2_17DIV_CS3_FOV2,0.010871667357369802,0.13646114700343626,13.0,368.0,0.9658792650918635,0.09070978347097838,0.005434782608695652,0.01358695652173913,0.002717391304347826,0.3447927199191102,0.3627088280631591,0.08263188309975193,0.7742185998976376,0.07751838128506167,0.028008484602370612,0.05449591280653951,4.131233595800525,2.019514113230092e-13,0.0,0.022838764374006084,0.012183915551317143
pre2_17DIV_CS3_FOV3,0.011455667620051182,0.14258291572475448,12.0,353.0,0.9698630136986301,0.08349744693073419,0.002824858757062147,0.011299435028248588,0.002824858757062147,0.3369039391845197,0.34165688193085464,0.08915574236078593,0.7771286138820731,0.13132181873643656,0.02750909931009962,0.04815864022662889,4.16986301369863,8.434195182538406e-13,0.0,0.022569958061863415,0.012001903735923494
pre2_17DIV_CS2_FOV3,0.01760195189961659,0.1746075124144526,23.0,129.0,0.8223684210526315,0.31334786838175577,0.032,0.016,0.008,0.275797373358349,0.19031954887218047,0.053019646914957294,0.7741520439172631,0.286504746927601,0.06827367325702394,0.12903225806451613,2.6578947368421053,1.1475844193809398e-09,0.0,0.03362205181828743,0.028316521090937966
pre2_17DIV_CS3_FOV1,0.015832263585793753,0.1708460664519328,13.0,234.0,0.951417004048583,0.12282731528301652,0.00851063829787234,0.03829787234042553,0.00425531914893617,0.31986531986531985,0.33198701882912407,0.07918534763257318,0.7431978596219762,0.13652982610795558,0.03438931398560422,0.0641025641025641,3.8947368421052633,4.294795695296283e-10,0.0,0.026031307160960568,0.015140699943701817
pre2_17DIV_CS2_FOV1,0.01124868000183652,0.1399058553223987,20.0,342.0,0.9475138121546961,0.12027576184989769,0.0058309037900874635,0.023323615160349854,0.0029154518950437317,0.3401842664776754,0.35079803560466566,0.08378721266512591,0.779067055393586,0.05131514686388076,0.029421726333177894,0.05555555555555555,4.060773480662983,2.3668653842401355e-13,0.0,0.02259628546990234,0.012288853650763773
pre1_17DIV_CS3_FOV5,0.011481022801777518,0.13832518904543717,18.0,353.0,0.954177897574124,0.1092761417047105,0.00847457627118644,0.00847457627118644,0.002824858757062147,0.3448834196891192,0.34844050827878337,0.08690464876967456,0.7681409273622097,0.06632576377500321,0.029333789993404455,0.056657223796033995,4.247978436657682,1.511020990404774e-13,0.0,0.02307872266454874,0.011962418724223154
pre1_17DIV_CS2_FOV5,0.014133918881401277,0.15745187637482702,20.0,262.0,0.9290780141843972,0.1547416916159938,0.003816793893129771,0.026717557251908396,0.003816793893129771,0.3457142857142857,0.33738038950804905,0.07428904429464171,0.7538169642857141,0.18193204860648565,0.034180310720113995,0.06513409961685823,3.971631205673759,2.6377964916501906e-11,0.0,0.024412468856702972,0.013747264257410389
pre1_17DIV_CS2_FOV4,0.012647655411048802,0.15180981517001074,32.0,258.0,0.8931034482758621,0.20401399282311278,0.003861003861003861,0.03474903474903475,0.003861003861003861,0.33974025974025973,0.30761904761904757,0.08245918632088906,0.7729957280170879,0.18006730281657607,0.036221534058202526,0.06976744186046512,3.6551724137931036,1.0069939673784667e-11,0.0,0.023102851688342682,0.014058348510669918
pre1_17DIV_CS3_FOV4,0.009859154929577466,0.14192257856057977,65.0,220.0,0.6736842105263158,0.4273124884891858,0.005208333333333333,0.010416666666666666,0.005208333333333333,0.3441108545034642,0.2748203842940684,0.06601340451544362,0.8011915754298025,0.22851451225693387,0.06323582823935747,0.13089005235602094,2.8,1.6867258458008738e-14,0.0,0.017838018127985574,0.013809480459240513
pre2_17DIV_CS4_FOV3,0.013956570893922264,0.14532272422409576,14.0,213.0,0.9383259911894273,0.1470991948762712,0.023474178403755867,0.014084507042253521,0.004694835680751174,0.2971153846153846,0.2514579400041955,0.06278308119527284,0.7920203801379483,0.09928029417796518,0.04756571349301457,0.09433962264150944,3.154185022026432,2.247985218112314e-12,0.0,0.035536323037005275,0.024793048241664183
pre2_17DIV_CS5_FOV3,0.014096204350070706,0.16112480790195358,12.0,287.0,0.9565217391304348,0.1131195725364694,0.0034965034965034965,0.03496503496503497,0.0034965034965034965,0.3385309807139926,0.36382120295163756,0.0877335156805606,0.7700591301878372,0.0178367011827173,0.02968306547253916,0.056140350877192984,4.20066889632107,1.0405257970351467e-10,0.0,0.022976655891741988,0.012323098683009398
pre1_17DIV_CS4_FOV4,0.010024308949201815,0.1278969794957581,42.0,241.0,0.8374558303886925,0.27509125291174946,0.004219409282700422,0.02531645569620253,0.004219409282700422,0.3036649214659686,0.2641931684334512,0.06072453570632653,0.830253125,0.03382415345733264,0.051961552587463954,0.1059322033898305,2.8268551236749118,4.307318390850412e-15,0.0,0.028092233987704888,0.021487858055785257
pre3_17DIV_CS1_FOV4,0.020642341084330034,0.1803914238109073,10.0,172.0,0.9505494505494505,0.13269789435165938,0.028901734104046242,0.017341040462427744,0.011560693641618497,0.3254237288135593,0.3168890633176346,0.07553561340931349,0.7480060553633219,0.13506965475469382,0.04584066688133251,0.0872093023255814,3.7362637362637363,8.2103483820678e-10,0.0,0.03454860057070001,0.020947154892556254
pre1_17DIV_CS4_FOV1,0.016186711838885752,0.17013680120962232,11.0,242.0,0.9565217391304348,0.11577728507268463,0.024793388429752067,0.012396694214876033,0.004132231404958678,0.31668383110195675,0.32296254470167507,0.07854190659640414,0.75711908839613,0.026803275998848804,0.03381541395381002,0.06639004149377593,4.07905138339921,3.40447570742336e-10,0.0,0.02605638678737589,0.014447583835854802
pre3_17DIV_CS1_FOV1,0.016123972645711776,0.1644074628013755,12.0,241.0,0.9565217391304348,0.11392831555649187,0.004132231404958678,0.008264462809917356,0.004132231404958678,0.33541341653666146,0.3316017316017317,0.08286382002732884,0.738881360807885,0.1520819363758812,0.03515708540978892,0.06224066390041494,4.063241106719367,1.1241087975819714e-10,0.0,0.027234808804183493,0.015079194194403126
pre3_17DIV_CS1_FOV3,0.013063679827613297,0.15352738718603476,21.0,278.0,0.9331103678929766,0.14646023640591582,0.025089605734767026,0.010752688172043012,0.0035842293906810036,0.3238317757009346,0.30484153527631785,0.07923841713140185,0.7703720433155018,0.12261687848158308,0.032828784547205586,0.06115107913669065,3.8929765886287626,1.0329588611334914e-11,0.0,0.02381789659291847,0.013650173194302739
pre1_17DIV_CS4_FOV3,0.0161508989095196,0.16827247142558097,12.0,249.0,0.9578544061302682,0.11097589476682866,0.02,0.02,0.004,0.3446808510638298,0.3687192118226601,0.08922548096245224,0.7650747242793969,0.027707171359611267,0.03306295059757101,0.060240963855421686,4.199233716475096,2.7820907014773633e-10,0.0,0.025616787685753196,0.01378116388184346
pre1_17DIV_CS4_FOV2,0.012893005654441046,0.14830850260485307,21.0,281.0,0.9337748344370861,0.14523005999943778,0.028368794326241134,0.0070921985815602835,0.0035460992907801418,0.3458856345885635,0.3310864080731631,0.08716078760510766,0.7616003098463581,0.16653164871179366,0.03430520193064158,0.06761565836298933,3.880794701986755,4.495481135784185e-12,0.0,0.025105131533592936,0.014340050264534948
pre3_17DIV_CS1_FOV2,0.01041022094419976,0.14427618734802644,38.0,294.0,0.8734939759036144,0.22546460959617692,0.013793103448275862,0.010344827586206896,0.0034482758620689655,0.33746283448959363,0.32330034423407933,0.08030294736407262,0.8141030734999266,0.11000157246488605,0.03301544232732714,0.058823529411764705,3.4457831325301207,1.2702977504521623e-12,0.0,0.019740428343420366,0.012722503900205637
pre2_17DIV_CS1_FOV1,0.015581340279422212,0.16402931425330308,25.0,181.0,0.8737864077669902,0.24135192846045556,0.005555555555555556,0.027777777777777776,0.005555555555555556,0.29060665362035226,0.24828941285251976,0.05919831430563256,0.7821065954675216,0.04091192629735301,0.05014755400199051,0.09497206703910614,3.1941747572815533,4.1434096063018566e-11,0.0,0.029831965938163108,0.02081696196901179
pre1_17DIV_CS1_FOV4,0.014998764516926118,0.1592059331956658,8.0,277.0,0.9754385964912281,0.07842987469323343,0.0035971223021582736,0.025179856115107913,0.0035971223021582736,0.33648474430597336,0.35549707602339187,0.08644697054691634,0.7539971610724958,0.05137535710098368,0.03148181711378672,0.05776173285198556,4.2596491228070175,4.20571375035067e-11,0.0,0.025954836326869554,0.013668228626651666
pre3_17DIV_CS4_FOV4,0.012397549136627675,0.14704892181998025,11.0,344.0,0.971830985915493,0.08056242473234095,0.002898550724637681,0.008695652173913044,0.002898550724637681,0.3484119345524543,0.3727028839704897,0.0884817820019353,0.7730393958219699,0.08270596204535281,0.027420325126782198,0.05232558139534884,4.3887323943661976,2.425611361073221e-12,0.0,0.022559646865041326,0.011435087903165081
pre3_17DIV_CS5_FOV4,0.010295157299399081,0.13932285576215742,33.0,336.0,0.907859078590786,0.1787130887181641,0.008955223880597015,0.023880597014925373,0.0029850746268656717,0.3298368298368298,0.318940078289672,0.07696262687674543,0.7843966754059039,0.14694397318572036,0.030549357982578056,0.059880239520958084,3.7886178861788617,3.098849302163309e-13,0.0,0.02066347505673848,0.0120279050025681
pre2_17DIV_CS1_FOV2,0.014204072573933307,0.16037881642081325,16.0,253.0,0.9368029739776952,0.14516166106281547,0.01984126984126984,0.01984126984126984,0.003968253968253968,0.3250270855904659,0.3232961586121437,0.07812913756221343,0.7620029449462891,0.06247910075365852,0.03436428194765364,0.06374501992031872,3.806691449814126,6.528180686998786e-11,0.0,0.02505776534810598,0.014781026327470458
pre3_17DIV_CS4_FOV3,0.013296428959079561,0.152842083768787,10.0,323.0,0.972972972972973,0.07975179114312965,0.018518518518518517,0.04938271604938271,0.0030864197530864196,0.3460764587525151,0.3503932503932509,0.08204712566255175,0.7481632653061224,0.07798362774666173,0.027890934767258704,0.04953560371517028,4.414414414414415,8.101443777983053e-12,0.0,0.022903568220788754,0.011602283375088883
pre1_17DIV_CS1_FOV3,0.011261495748741975,0.14975983192792855,30.0,310.0,0.9117647058823529,0.17478083773529496,0.041935483870967745,0.012903225806451613,0.0032258064516129032,0.3353960396039604,0.3386834733893559,0.07939948210677808,0.7682211105861574,0.15129952812523303,0.029955495283473053,0.05825242718446602,3.8176470588235296,8.692777725936851e-12,0.0,0.020300539967780584,0.01185312392134404
pre3_17DIV_CS5_FOV3,0.011631440806741262,0.14593767476358005,14.0,367.0,0.9658792650918635,0.08954127902206901,0.002717391304347826,0.005434782608695652,0.002717391304347826,0.34672060098237506,0.3522705495146443,0.08414070575097662,0.7524994216913694,0.15943013238517764,0.025760552409463733,0.04904632152588556,4.41994750656168,1.9271328866602095e-12,0.0,0.02080820650091979,0.01047404547615697
pre3_17DIV_CS5_FOV2,0.012055755858872006,0.1461665126126869,18.0,335.0,0.9518413597733711,0.11399954333933314,0.03273809523809524,0.008928571428571428,0.002976190476190476,0.3378839590443686,0.33988938351544584,0.08710307886688266,0.7757642143240385,0.07634801030579678,0.028645472000339456,0.05373134328358209,4.243626062322946,2.455501026035062e-12,0.0,0.022185426576361425,0.011606083413819513
pre1_17DIV_CS1_FOV2,0.013523260007212405,0.1657099555364121,30.0,206.0,0.8686440677966102,0.24352673884585566,0.004878048780487805,0.00975609756097561,0.004878048780487805,0.29949664429530204,0.25276432606941096,0.06740168769066723,0.7990364444444445,0.07937356881947737,0.040556633940041824,0.07352941176470588,3.1779661016949152,3.594408798379689e-10,0.0,0.023438776233583307,0.01663680730857073
pre3_17DIV_CS4_FOV2,0.013171225937183385,0.1510931637339693,17.0,313.0,0.9515151515151515,0.11593130360018791,0.01910828025477707,0.012738853503184714,0.0031847133757961785,0.3484688489968321,0.36088744588744603,0.08839594475723352,0.7657870800528143,0.07655333568561283,0.029592943510728373,0.054313099041533544,4.333333333333333,6.589857999561577e-12,0.0,0.022803766031581275,0.011727099464043376
pre2_17DIV_CS1_FOV4,0.014611030670001317,0.1541421812313375,25.0,189.0,0.8878504672897196,0.2197671731256428,0.005263157894736842,0.021052631578947368,0.005263157894736842,0.3032069970845481,0.26868417148790985,0.07117656701369787,0.7887932978023069,0.1428144383827806,0.05178937938614909,0.10582010582010581,3.1121495327102804,8.086405826088043e-12,0.0,0.03265771079779093,0.0231568938953433
pre1_17DIV_CS1_FOV1,0.015543193717277488,0.16824826397360854,19.0,173.0,0.90625,0.19769521842133927,0.005747126436781609,0.040229885057471264,0.005747126436781609,0.2687116564417178,0.2328125,0.05813863158103765,0.782437673130194,-0.021537494104701595,0.04753241675797471,0.08670520231213873,2.96875,1.0674445531590367e-09,0.0,0.0312055088637825,0.023683827806864448
pre3_17DIV_CS4_FOV1,0.01527363184079602,0.1650086768113275,18.0,183.0,0.9104477611940298,0.19147810825722286,0.01639344262295082,0.01639344262295082,0.00546448087431694,0.2903225806451613,0.2607675906183368,0.04825315373711701,0.7802682256575666,0.0970578875806407,0.0463035733257315,0.08791208791208792,3.054726368159204,3.9007253069961445e-10,0.0,0.03092227305682643,0.022742962710875586
pre3_17DIV_CS5_FOV1,0.011007511007511007,0.13945998058371187,25.0,327.0,0.9318181818181818,0.14464545795414888,0.009146341463414634,0.012195121951219513,0.003048780487804878,0.3407202216066482,0.32881042568542573,0.08120550687770099,0.7777584342560554,0.09185603106183393,0.030918795216064276,0.06116207951070336,3.8636363636363638,3.746395012792225e-13,0.0,0.022596616346616357,0.012907235057970357
pre2_17DIV_CS1_FOV5,0.018171666412872444,0.18031667665819912,17.0,182.0,0.9045226130653267,0.2021131334847644,0.005555555555555556,0.03333333333333333,0.005555555555555556,0.3304278922345483,0.3158291457286432,0.08073707565974281,0.7430635747947942,0.13452117842739683,0.04405813384933887,0.0893854748603352,3.5979899497487438,1.9272084879082903e-09,0.0,0.02858495935556364,0.018014427421799466
pre3_17DIV_CS3_FOV3,0.01415282392026578,0.1588418294734409,10.0,291.0,0.9700996677740864,0.08689941046780299,0.00684931506849315,0.0136986301369863,0.003424657534246575,0.33360193392425463,0.3572166851236617,0.08730926946812356,0.7663835560747548,0.15754393514216256,0.0297814699582462,0.054982817869415807,4.245847176079734,4.3214305614838744e-11,0.0,0.02412730511820503,0.01276222364332421
pre3_17DIV_CS2_FOV3,0.011678933481460908,0.14390933036050962,13.0,367.0,0.9657894736842105,0.09091282751414298,0.005449591280653951,0.008174386920980926,0.0027247956403269754,0.36020881670533644,0.3756787802840437,0.09353961247359294,0.7800563001126851,0.10865968591922319,0.02609877268252628,0.05191256830601093,4.426315789473684,1.4760731699425822e-12,0.0,0.021101235939452855,0.01059327372453391
pre3_17DIV_CS2_FOV2,0.012725475660983445,0.14754314353643042,17.0,268.0,0.9438596491228071,0.1312526857020565,0.0037174721189591076,0.011152416356877323,0.0037174721189591076,0.3122866894197952,0.29854636591478684,0.06938826070432003,0.7817287208973513,0.14779044169078023,0.0355622500602464,0.06716417910447761,3.6140350877192984,3.5899929947194598e-12,0.0,0.026848575178053637,0.01648316744274196
pre3_17DIV_CS3_FOV2,0.009782968221255375,0.12708501610662715,21.0,376.0,0.9395465994962217,0.13260986212051806,0.002680965147453083,0.024128686327077747,0.002680965147453083,0.33297529538131043,0.33319139578585416,0.07718080456252562,0.8049812212844607,0.06941974791566766,0.030469592015317674,0.056451612903225805,3.8740554156171285,5.425564511551961e-15,0.0,0.02309228818491326,0.013009277691075183
pre3_17DIV_CS3_FOV1,0.012429378531073447,0.14871377744836942,13.0,342.0,0.9661971830985916,0.09034060460520348,0.026239067055393587,0.014577259475218658,0.0029154518950437317,0.33976589686807973,0.3608696624189587,0.08649705655729427,0.7487167212329969,0.0289180568321173,0.027319611835412618,0.05263157894736842,4.4,4.203946625492769e-12,0.0,0.022062368931986324,0.0111670434945007
pre3_17DIV_CS2_FOV4,0.013396484873813006,0.14892353077955395,17.0,277.0,0.9455782312925171,0.1278490901613786,0.01079136690647482,0.01079136690647482,0.0035971223021582736,0.3378443692605123,0.3514415289925495,0.08733463811149551,0.7773774588575941,0.07303731802497224,0.034176060733604983,0.06498194945848375,3.925170068027211,5.355007669932688e-12,0.0,0.02592056505616881,0.014666806856777166
