,Density,Efficiency,# of connected components,# of cluster,Fraction of nodes in the largest connected component,Connected components entropy,Fraction of nodes in the center,Fraction of nodes in the periphery,Fraction of nodes in the barycenter,Transitivity,Average clustering coefficient,Average square clustering,Modularity,Assortativity coefficient analysis,Shortest path length analysis,Average eccentricity,Average degree,Average communicability,Average node similarity,Average node betweenness centrality,Average edge betweenness centrality
pre3_05DIV_CS4_FOV5,0.0433013208679485,0.281235014831851,0.9588235294117646,0.2573913043478261,0.05195703234091369,0.9481207888278108,0.05240950477459472,0.17313573276876026,0.07942597328786587,0.663544106167057,0.1329586142485441,0.03284939950064625,0.9150172130167076,0.7182791176441895,0.23248659041275443,0.27972070802964416,0.0,0.00010904973427744828,0.0,0.0009153051211611611,0.003833775418147031
pre2_05DIV_CS1_FOV1,0.11478030229753536,0.24182492578243642,0.5294117647058822,0.21217391304347827,0.09178582380709403,0.9059667038173806,0.0489257161892072,0.12005998588567396,0.152653452685422,0.42701863354037267,0.14996915625214172,0.1337523850965093,0.8217959580786593,0.5646972518064205,0.27070657125102043,0.37672606428694205,0.14130434782608695,2.534614726873902e-05,0.0,0.0048249480261463905,0.01673123355356598
pre3_05DIV_CS5_FOV4,0.0,1.0,0.6499999999999999,0.006956521739130438,0.0019946472545528497,0.9999999999999999,0.5540750610703975,0.8882615855092918,0.8326229042341574,0.0,0.0,0.0,0.8481913051215684,0.0,1.0,1.0,0.0,0.9999999999999999,0.0,0.0,0.0006077755618617682
pre3_05DIV_CS4_FOV4,0.024133668219830512,0.6948616418028566,0.9588235294117646,0.13043478260869568,0.00406273164080539,0.9861752123166195,0.2753719742393959,0.4413079275464596,0.414180164819551,1.0,0.09121739271533995,0.04588476046116321,0.9999999999999996,0.5055919608827434,0.6067939476821227,0.5822380106571936,0.0,0.19116649140117678,0.0,3.679583675610166e-05,9.352678812248397e-05
pre3_05DIV_CS5_FOV6,0.01994201102257214,0.4924992695257731,0.9470588235294117,0.11826086956521739,0.014510371332166013,0.9803919089228957,0.3311125916055963,0.3966125617501764,0.24680306905370847,0.31746031746031744,0.02583853479102313,0.0,0.9359439318356313,0.2757774332087689,0.5094505390186325,0.5938425103611605,0.0,0.03131227194631749,0.0,0.00014426549255772752,0.0011155175291702843
pre3_05DIV_CS4_FOV6,0.05698497294186388,0.4097955239931435,0.8911764705882352,0.34956521739130436,0.0247750349129015,0.9364509922234877,0.2753719742393959,0.21783109856504349,0.13521833854314672,0.5841741901221456,0.14127953853497668,0.08987376908786338,0.9502545183103464,0.8318443649602216,0.308374590790354,0.38564413331940234,0.08683206106870228,0.006741616102247007,0.0,0.0005811101090833391,0.0018893290804950958
pre2_05DIV_CS1_FOV2,0.08359492266530305,0.20281315368751773,0.6911764705882353,0.2173913043478261,0.09513771331662588,0.9079886438128701,0.039546285382394644,0.09749742142120406,0.06011323146873018,0.6912442396313364,0.16425035262881305,0.1291670021985608,0.7776110136036674,0.6413693072682153,0.2544179652153249,0.340375806300832,0.0,9.880872307153578e-07,0.0,0.0050255703832154525,0.017940155097152077
pre2_05DIV_CS1_FOV3,0.06663344688250009,0.2551334898784174,0.8470588235294118,0.45217391304347826,0.04017540815144605,0.9210074242260995,0.11611306747882365,0.09013005343280571,0.08540372670807453,0.6211180124223602,0.21371000569893325,0.18427945611994287,0.9795265836572837,0.6771320904679612,0.3002796162031027,0.40043418196171304,0.0801056338028169,6.861421838614819e-05,0.0,0.0009382965965285454,0.0024369203438022115
pre3_05DIV_CS5_FOV3,0.01184410284880473,0.7129360393267291,0.9588235294117646,0.08347826086956522,0.0076846305754332805,0.9867030332455459,0.47444560769011135,0.9521121080754107,0.35440263061746435,0.49833887043189373,0.03697074616355149,0.0,0.9144442806493838,0.38541026526307576,0.4703051300229095,0.477797513321492,0.0,0.1326811274262934,0.0,5.102026295853277e-05,0.0005230147840809336
pre3_05DIV_CS4_FOV3,0.028318458516588256,0.7342000364136381,0.9411764705882353,0.12869565217391304,0.006800171865251196,0.979924771739579,0.2355572475492529,0.5690089726786973,0.7130678358299841,0.9700176366843033,0.13967267548569365,0.10665277655845251,0.9474285669048474,0.6342880963801697,0.4826236153712139,0.477797513321492,0.0,0.18758903148824932,0.7071067811865476,7.842452355079352e-05,0.0004597924482324028
pre3_05DIV_CS4_FOV2,0.10408744195876612,0.048629684872806486,0.5941176470588235,0.751304347826087,0.22100146573118346,0.6949146326461714,0.008044523605578141,0.030840282478552458,0.012816720891255053,0.6482281763180641,0.3921572408606393,0.2746231474054102,0.8343831108521211,0.9084314608027401,0.11857824429199126,0.17019878829168592,0.13914373088685014,4.226370630121282e-16,0.0,0.03492239985692489,0.056475902974444686
pre3_05DIV_CS5_FOV2,0.041631819313985276,0.4416272984730722,0.8558823529411764,0.18260869565217394,0.024056471565544114,0.9639043176182184,0.11611306747882365,0.18590583728198404,0.17507002801120447,0.36075036075036077,0.04032095072557495,0.0,0.9342701695550333,0.8704225235651779,0.37197591857401785,0.43762809126929914,0.0,0.011351775562611542,0.0,0.0003177850575304754,0.0017901310080226246
pre2_05DIV_CS1_FOV4,0.07492458235732252,0.3494056259711921,0.7705882352941176,0.45913043478260873,0.02712342239398928,0.9176866610529756,0.16389073950699537,0.2625264643613267,0.12127024722932653,0.5889057750759878,0.24091515420995163,0.08577304361794298,0.9854224825169076,0.6055345578014264,0.3031900326689313,0.367860147704964,0.08333333333333333,0.0017011886534796794,0.0,0.0008221307028609494,0.0021200735942490953
pre3_05DIV_CS5_FOV1,0.044229337889176025,0.48770681563686774,0.9294117647058823,0.2765217391304348,0.014358043840908425,0.9513413194692338,0.13602043082389517,0.21783109856504349,0.2049587951122478,0.3421727972626176,0.05707097246771438,0.05231154930855795,0.9754201281631958,0.816406690933611,0.4142102091393083,0.5252704666559018,0.0,0.02112607893943143,0.0,0.00034773189997884687,0.001411081005802927
pre1_05DIV_CS1_FOV1,0.11108302018122951,0.13892576954703284,0.5852941176470587,0.6226086956521739,0.12153693388551443,0.7688779827395315,0.019266434989286426,0.048713498254782654,0.029665215087209977,0.6674082313681869,0.366896745173861,0.30853828885046475,0.8242507435125237,0.8199117823471967,0.1461123564933824,0.1988126231781795,0.07885615251299827,4.390278845965529e-09,0.0,0.013435071429329292,0.024290029157601124
pre3_05DIV_CS4_FOV1,0.04534472313845244,0.4219869691857044,0.9588235294117646,0.271304347826087,0.022220812672515182,0.9521842108555488,0.20569620253164558,0.24576570218772054,0.152653452685422,0.5952380952380952,0.13787414713191357,0.10785453033600907,0.9578265284889986,0.938956498782239,0.3455188734445856,0.4429840142095915,0.0,0.012242560989166311,0.0,0.000377075144213087,0.0014447008232866617
pre3_05DIV_CS2_FOV3,0.022555178221011357,0.6331960502508205,0.9441176470588235,0.13043478260869568,0.0067164034201041434,0.9841942411524488,0.2355572475492529,0.5690089726786973,0.35440263061746435,0.3401360544217687,0.029710174218844698,0.0,0.9993070439963296,0.7583879413241159,0.5565345274610405,0.477797513321492,0.0,0.1886585394454188,0.0,5.6261222444403245e-05,0.0003108384102257887
pre3_05DIV_CS2_FOV2,0.0024005714624119184,1.0,0.5529411764705882,0.0,0.004239250827898434,0.9996363971870837,0.5540750610703975,0.8882615855092918,0.8326229042341574,0.0,0.0,0.0,0.7201126621618039,0.0,1.0,1.0,0.0,0.9999999999999999,0.0,8.389999953893475e-06,0.0014046765959085327
pre3_05DIV_CS2_FOV1,0.00661054035997629,1.0,0.7470588235294117,0.029565217391304348,0.0,0.9969753428354554,0.5540750610703975,0.8882615855092918,0.8326229042341574,0.0,0.0,0.0,0.9292902876272593,0.0,1.0,1.0,0.0,0.9999999999999999,0.0,7.293228536907569e-06,0.0004017839203768386
pre3_05DIV_CS3_FOV1,0.03493363688027434,0.6735267647256584,0.9205882352941176,0.16521739130434784,0.013453332432551446,0.975148173446735,0.6655562958027983,0.2625264643613267,0.49786871270247235,0.7518796992481203,0.09199444065199551,0.049119742766431086,0.9506675704793568,0.6245547752080957,0.3369917441423704,0.41977501480165774,0.0,0.09645687682436813,0.6697811566101117,0.00013389973880087534,0.000707802097511546
pre3_05DIV_CS2_FOV4,0.06535676785811581,0.2392561290617536,0.8411764705882352,0.32173913043478264,0.06912954948563743,0.9259021570142669,0.04067463796065781,0.0649258997882851,0.12787723785166238,0.6364922206506365,0.17368652561664322,0.146606471349078,0.9005356690796682,0.988115991283067,0.2247012140993878,0.2943209639479622,0.09266802443991852,8.092088651837198e-06,0.0,0.00189648820242556,0.006113546921591482
pre3_05DIV_CS3_FOV4,0.004264990995445965,1.0,0.8911764705882352,0.04695652173913043,0.001153426455893605,0.9968158126927485,0.41472351765489673,1.0,0.6234015345268542,0.8928571428571428,0.017656332107199135,0.0,0.9660879639129853,0.2166822689497474,0.6550824102474759,0.6518650088809946,0.0,0.740639506084467,0.9999999999999999,2.6128384927766243e-06,1.0472256465356633e-05
pre2_05DIV_CS2_FOV4,0.08098423634081839,0.41342665698181297,0.7117647058823529,0.26956521739130435,0.0437430031976058,0.9383034893094219,0.2246986857246684,0.1162507217553089,0.10985817251801906,0.6892230576441103,0.21615245901019572,0.13234652644566158,0.9146937690051096,0.7917236750086927,0.21833611153486432,0.2788632326820604,0.10911270983213428,0.004847652938394989,0.0,0.0008124382184284683,0.0029673927290069543
pre2_05DIV_CS3_FOV4,0.13541269963550737,0.20020581197492238,0.48823529411764705,0.42086956521739133,0.10013052220094565,0.8305269122729287,0.03302146395156852,0.11095087600871405,0.05031691315467586,0.6094104308390023,0.3153800442979846,0.16140288296960284,0.836455801247582,0.8246025230031763,0.19705851135291647,0.25731201894612193,0.10630841121495327,1.222916463077685e-06,0.0,0.00715219594874407,0.015931771462333027
pre3_05DIV_CS6_FOV1,0.012687729776126026,0.6433850488549645,0.9294117647058823,0.07826086956521738,0.013718748149252566,0.9867559227070509,0.18247094529572877,0.590292480200737,0.27469925168134884,0.40816326530612246,0.03591511124167804,0.02185879547680179,0.8695317044938471,0.5766255421637901,0.39100488059319977,0.347246891651865,0.0,0.09546797910443426,0.0,9.489587908134495e-05,0.0010184792312659214
pre1_05DIV_CS3_FOV1,0.009684362460368023,1.0,0.7029411764705882,0.027826086956521744,0.0006181041294740855,0.9959056233630509,0.5540750610703975,0.8882615855092918,0.8326229042341574,0.0,0.0,0.0,0.902809611776211,0.0,1.0,1.0,0.0,0.9999999999999999,0.0,1.4538578098278143e-05,0.0006698361796773328
pre1_05DIV_CS2_FOV1,0.020933158000365687,0.5317490641486926,0.9470588235294117,0.11130434782608697,0.012219831100324713,0.983118590494915,0.18247094529572877,0.4413079275464596,0.27469925168134884,0.8241758241758241,0.09132585572689209,0.06797144318842262,0.9540303510820416,0.2722418250907082,0.5257383140902795,0.6083481349911191,0.0,0.13430082260797932,0.0,9.951198854151159e-05,0.000711546584147235
pre1_05DIV_CS3_FOV3,0.06523547765642365,0.4733971121426997,0.6941176470588235,0.15130434782608698,0.03744609519804962,0.9627649826499461,0.10118254497002,0.24576570218772054,0.152653452685422,0.6064690026954178,0.11221808744517238,0.07030161021326833,0.8720385838316473,0.7004555291396354,0.29119435305856306,0.3733570159857904,0.0,0.01512107765775622,0.0,0.00048367813175293064,0.0027801173946810018
pre1_05DIV_CS2_FOV2,0.020222944377155085,0.6863560429680928,0.926470588235294,0.10260869565217393,0.0076846305754332805,0.9846640605937861,0.2355572475492529,0.760560540377054,0.35440263061746435,0.7440476190476191,0.07282116668578324,0.0,0.9471667868551958,0.4353708552045854,0.5195790714161272,0.6518650088809946,0.0,0.133099516734119,0.0,6.602062357815514e-05,0.0005230147840809338
pre3_05DIV_CS6_FOV2,0.08214460360930709,0.2791927303025987,0.7852941176470588,0.5634782608695652,0.056839214381543095,0.8717668484942638,0.1220852764823451,0.09491884262526464,0.05850383631713556,0.6940427993059571,0.28920139017298,0.250744458408584,0.9073160487110088,0.9907054876909732,0.16607498714271401,0.22339117365760347,0.07446808510638299,0.00010491620660443623,0.0,0.0019694146397714633,0.004306126917961057
pre1_05DIV_CS3_FOV2,0.006506575396763463,0.7767280305874562,0.8852941176470588,0.05217391304347826,0.004055758043290603,0.993693221897454,0.6655562958027983,0.7988708539167254,0.49786871270247235,0.4464285714285714,0.02263632321435787,0.0,0.936420877409835,0.25279598044137197,0.663705349991289,0.738898756660746,0.0,0.6065106358217299,0.0,2.004759512479741e-05,0.0003168888860222424
pre2_05DIV_CS3_FOV2,0.07654432579584977,0.2402769972532383,0.7647058823529411,0.44173913043478263,0.049199106490178855,0.8994625507842775,0.10455395327845952,0.12411500899219158,0.07672634271099744,0.44980208708168407,0.15837796028742296,0.18166258348510297,0.9365780733414701,0.5595530518354255,0.2740041054402518,0.3733570159857904,0.0852059925093633,1.52863003010791e-05,0.0,0.0016308076572798945,0.0043717520119443895
pre2_05DIV_CS3_FOV3,0.08889565069598451,0.13997353439005628,0.7088235294117646,0.5443478260869565,0.1276135335909243,0.839468000372256,0.14868875295257708,0.16849205840031525,0.0283433531515373,0.5961580922941047,0.26422977839867706,0.19726557235801134,0.8810494962776212,0.8332904540474848,0.1273938309777679,0.147985416471908,0.07926829268292683,1.6688918993150477e-08,0.0,0.006819081469667241,0.01483900641649318
pre2_05DIV_CS3_FOV1,0.12084394612380578,0.08324932027795166,0.5352941176470588,0.6243478260869566,0.23368274992984697,0.7196099411575484,0.02181503058111635,0.0649258997882851,0.014614541468761417,0.6430120855283544,0.3738538361888486,0.22802721355294037,0.7900733767300756,0.8849359952089271,0.0891313283916112,0.11383820442435008,0.08110516934046345,1.965219177601238e-12,0.0,0.030119960996335758,0.05167199565635018
pre1_05DIV_CS3_FOV4,0.016000639146593706,0.5844660569266541,0.9617647058823529,0.10782608695652174,0.012052274896224511,0.9861645582655812,0.18247094529572877,0.7392770328550144,0.27469925168134884,0.2232142857142857,0.01510933065408239,0.0,0.9651313268619321,0.606710353059293,0.44489825399203164,0.477797513321492,0.0,0.09291781493083666,0.0,6.570874123218723e-05,0.0004987352060371002
pre1_05DIV_CS2_FOV4,0.05028657308935718,0.5485846727513659,0.6558823529411764,0.08000000000000002,0.028599346561630712,0.9773812391356004,0.3007086184967597,0.48194007827035346,0.22397891963109354,0.7936507936507936,0.10386077710117138,0.20052751717110423,0.8411776489107732,0.45029284016119425,0.37444491676701314,0.3733570159857904,0.0,0.07162729827725413,0.0,0.00025863901417515564,0.002462699063153763
pre2_05DIV_CS4_FOV3,0.0828455252046883,0.42394429869777756,0.5499999999999999,0.11478260869565218,0.04222225724171932,0.9553456482894213,0.2355572475492529,0.28168162113116235,0.17507002801120447,0.41407867494824013,0.07437649056146156,0.03215338701650143,0.8286311776402644,0.5665066549650025,0.3706638905487547,0.43762809126929914,0.0,0.012755945438497023,0.0,0.0009996992708164658,0.006364898514440916
pre2_05DIV_CS4_FOV1,0.08089516880605804,0.11949422344262038,0.7647058823529411,0.4869565217391305,0.1365899750400321,0.8345148856674912,0.038474350433044646,0.027875793930839797,0.027120630861040072,0.5416981607457798,0.2375947751670294,0.14854841717714354,0.8239561644371158,0.7311314612183949,0.16046956411399393,0.23322166513029202,0.08125,1.8065908568478468e-10,0.0,0.01085079534586963,0.025443056649443366
pre1_05DIV_CS4_FOV4,0.060069510972901634,0.23596882181472795,0.9352941176470587,0.4104347826086957,0.061187866867526565,0.897136579548706,0.1220852764823451,0.06139731827805221,0.05850383631713556,0.687458081824279,0.2471578893403224,0.11654633952195242,0.8732203553738755,0.779245695485945,0.20566907732732329,0.27695040306052743,0.07926829268292683,2.1905304327743474e-05,0.0,0.002731000259402229,0.00782627069814816
pre3_05DIV_CS1_FOV4,0.009421961440945037,0.8437096214112194,0.9999999999999999,0.08521739130434783,0.0019740795088643605,0.9921091174791125,0.6655562958027983,0.7988708539167254,0.49786871270247235,0.8241758241758241,0.036694088731342944,0.06747287514547576,0.9799193412760805,0.6741226145103234,0.6249021211441301,0.738898756660746,0.0,0.6898581053737843,0.0,1.523915881213538e-05,0.0
pre2_05DIV_CS4_FOV4,0.05063526744240717,0.22623059341620977,0.9647058823529411,0.4191304347826087,0.05935905027348084,0.922408307700232,0.038474350433044646,0.12844036697247704,0.12127024722932653,0.5615453728661276,0.15827747627506186,0.06734815453143181,0.9411920078202969,0.883914221267418,0.1869435217889836,0.2100013663068725,0.07724957555178268,1.8340333274049316e-05,0.0,0.0012537561304592723,0.0038706006084302637
pre2_05DIV_CS4_FOV5,0.0628784573172762,0.3485037501617321,0.8735294117647058,0.44,0.018302524140841728,0.9277062898572661,0.20569620253164558,0.32956951305575155,0.3095694799658994,0.5920550038197097,0.2177614293221227,0.09629948511719766,0.9886708822664594,0.3250234034246211,0.4584793840885372,0.5822380106571936,0.07982456140350877,0.002307987408764533,0.0,0.0005568434890520891,0.0014473537215225376
pre1_05DIV_CS4_FOV1,0.010846269558737034,0.7767280305874559,0.7823529411764706,0.04,0.009385956213646218,0.9929372017355419,0.5540750610703975,0.8882615855092918,0.414180164819551,0.7142857142857143,0.04428368085138942,0.0,0.856270936283495,0.40447356870619516,0.5240137261415168,0.5822380106571936,0.0,0.3384097214464129,0.43301270189221924,3.297454953068541e-05,0.0007412956749201822
pre3_05DIV_CS1_FOV1,0.061209532713834176,0.21643108227472146,0.8558823529411764,0.3565217391304348,0.0592742843880656,0.907559161491072,0.0444465594365661,0.07097489666297005,0.06747046644744854,0.5208333333333334,0.18015617934961908,0.16031435160285856,0.897286978838379,0.7843763131451917,0.26531530394309744,0.32420854665134263,0.08817829457364341,5.604159880334542e-06,0.0,0.0021885983078375033,0.007031403763370522
pre3_05DIV_CS1_FOV3,0.05131700492774766,0.41544259436797476,0.85,0.24347826086956526,0.023802687558324827,0.9459461431039223,0.4425938263379969,0.17313573276876026,0.16311452117078715,0.41208791208791207,0.09830919881513997,0.014487454594948875,0.9342704987163768,0.7510957495806142,0.36014267533664407,0.40319715808170514,0.0,0.014699452797396746,0.0,0.0005901823967206515,0.002610717232655839
pre1_05DIV_CS4_FOV3,0.013816158537069995,0.8660368183524737,0.9411764705882353,0.08347826086956522,0.0026559161813339578,0.9909574516978127,1.0,0.530698659139026,1.0,0.9523809523809524,0.0637084148197907,0.0,0.9701536713799475,0.33179472432929846,0.5860988922969712,0.477797513321492,0.0,0.6499206640015918,0.816496580927726,2.0338484405952844e-05,0.00010711505608457174
pre1_05DIV_CS4_FOV2,0.14788437913200936,0.13023470371651086,0.4588235294117647,0.25043478260869567,0.2115769227955164,0.8214386615140753,0.04513898946595989,0.052652572796170714,0.0321237505714321,0.5083884087442806,0.18952968996321579,0.10102955145885602,0.6956478370746453,0.7898690887011772,0.17239821248478307,0.23205516664925296,0.1421875,4.5769164764581685e-09,0.0,0.03298293191917292,0.08592373312620784
pre3_05DIV_CS1_FOV2,0.05255444724083875,0.2853496852061062,0.9117647058823529,0.30086956521739133,0.0467399006703145,0.9370953065164246,0.056390977443609026,0.18590583728198404,0.08540372670807453,0.6276150627615064,0.1607673977156502,0.13573793499365033,0.9377727659348767,0.7101484580907776,0.23640598847115374,0.26504835208209987,0.0,0.0001478765443054349,0.0,0.0009103649155425901,0.0033360837192579085
pre2_09DIV_CS3_FOV1,0.3071983538438217,0.025251188310846925,0.1411764705882353,0.6,0.8377261237530557,0.23493710305133736,0.001587177176000314,0.006185395823820001,0.0031217090416729345,0.7099567099567099,0.6141239969005219,0.5042316433604044,0.42213547378601257,0.9356673586338184,0.031245752013893353,0.04185856426539242,0.3305084745762712,8.627540167038543e-17,0.0,0.5921153567288044,0.5995045335121131
pre2_09DIV_CS2_FOV1,0.47961750205976783,0.05681448475402924,0.07058823529411765,0.5043478260869565,0.9118857605109368,0.14666033173125154,0.05818863232761215,0.0033232393086340484,0.004134269674134013,0.7788043063296938,0.7609919414979799,0.7167024323549607,0.3416552812448037,0.9667677073607852,0.024693849423392172,0.03970817885965644,0.4086826347305389,2.4439164658112186e-14,0.0,0.6728945936243279,0.568194860466795
pre1_09DIV_CS2_FOV4,0.27161968929644703,0.020375724296433126,0.19705882352941176,0.6591304347826087,0.7766218080113527,0.29460150377152927,0.0013661304448719584,0.009420123222823974,0.0027898311254154805,0.7660878447395302,0.7106375972882205,0.5642597568519901,0.5706613749406069,0.8639652231421475,0.034282034781639804,0.04679658769669526,0.2929184549356223,5.8493293493428e-17,0.0,0.49807311277507244,0.49650436802879355
pre2_09DIV_CS2_FOV2,0.5182193347967237,0.06194248229686612,0.023529411764705882,0.5930434782608696,0.980774424209459,0.03631134806608598,0.0013793621153972472,0.00568548908127665,0.0028096970570224413,0.8479866819269587,0.9933652042773707,0.8982553331345083,0.2867873857266101,0.883257298396384,0.011793193162569937,0.014600957341120512,0.4932249322493225,8.612930732457697e-14,0.0,0.6493474274173403,0.46471215124627396
pre2_09DIV_CS3_FOV2,0.3626104232266012,0.03308579078271452,0.12058823529411766,0.6086956521739131,0.8794636705956844,0.18406974674622045,0.0013793621153972472,0.009462562247159741,0.0028096970570224413,0.7783251231527094,0.7334865042134768,0.6572164972555112,0.42761607280487013,0.8582079261767311,0.02673016470984363,0.03820332962037512,0.33211678832116787,1.5699868438795278e-16,0.0,0.6358881082226213,0.5567368712465437
pre2_09DIV_CS3_FOV3,0.34094943472420874,0.02471768037174242,0.13823529411764707,0.47652173913043483,0.8294870185104589,0.25188071515667215,0.014714411016157095,0.018470474149967248,0.004768563665691487,0.6935442053409386,0.5494026255811545,0.5880002388033491,0.5717020064252809,0.830239124613174,0.04796172302379947,0.06493706356483768,0.40029325513196484,6.503313815380953e-17,0.0,0.7220557872973146,0.8032744021221787
pre2_09DIV_CS2_FOV3,0.5567476410108538,0.07140688103902089,0.07352941176470587,0.3756521739130435,0.8658897306592686,0.2143906822754117,0.011733919128989082,0.006434098177217442,0.007046688632366381,0.772986167615948,0.7263546366595985,0.7038805984474368,0.23899720991251083,0.9345712699723289,0.0418944282197714,0.0690145712609405,0.5229885057471264,5.127227710942007e-13,0.0,0.7411006499607683,0.6982383349074415
pre1_09DIV_CS2_FOV3,0.5433488660079239,0.06748918412536746,0.07058823529411765,0.38608695652173913,0.8726581738668717,0.20733615819042994,0.011337470925815538,0.006116207951070335,0.006749076442171069,0.7148765213281343,0.5947396078214449,0.5921776449679484,0.21729280709966758,0.9638450250335338,0.040802707072953644,0.05681489190225429,0.513157894736842,1.7510505185667587e-13,0.0,0.7485187221494874,0.707303546690777
pre1_09DIV_CS3_FOV3,0.3402488214194111,0.035390351908417536,0.0823529411764706,0.8486956521739131,0.9545045631394083,0.0707441744661096,0.0,0.0023673829733992747,0.0007387330473502401,0.8438230063809756,0.9061301479988412,0.8707006890055249,0.3320049091069617,0.9252235426406266,0.004319803466646004,0.009795683942948913,0.33955223880597013,1.627393959102827e-16,0.0,0.5107176469384722,0.3666863042079399
pre1_09DIV_CS3_FOV2,0.30550215599395075,0.03195097317180458,0.1411764705882353,0.6834782608695652,0.8611620978765175,0.19793501776968592,0.009532106800594476,0.00466858476738505,0.0021750060113231466,0.7545721959329837,0.6880881083983148,0.5679854440177312,0.46007892988295307,0.9167526775962752,0.017527790479027236,0.022716168889578864,0.2960954446854664,1.77873999014607e-16,0.0,0.5052517129201692,0.4640417599850398
pre1_09DIV_CS2_FOV2,0.5695219580859673,0.07421791226370207,0.07941176470588235,0.2939130434782609,0.8004144432412745,0.2948208071596058,0.026178626014029864,0.0495661920378596,0.010505992678401282,0.6546804768418995,0.5462719682372853,0.6182364544242427,0.35703422609872915,0.9172745596093699,0.0636802038848206,0.07919324834203915,0.6319444444444444,6.401049031675786e-13,0.0,0.7526689184013539,0.8398600241182099
pre2_09DIV_CS3_FOV4,0.3421105150172789,0.029102112461978122,0.10294117647058823,0.631304347826087,0.9113986053840738,0.14012051099969614,0.005611232440405149,0.005109838892893399,0.0024504105292430843,0.7421150278293135,0.7041412828397359,0.6016360636287147,0.4439600864222073,0.8562406648464453,0.02236175795358667,0.028395373311301486,0.326555023923445,1.3899372552246345e-16,0.0,0.6556078438519028,0.596536555422875
pre2_09DIV_CS2_FOV4,0.31053384165889125,0.03028283132160149,0.12941176470588237,0.8052173913043479,0.9181910453692531,0.12474931504323246,0.0001893474525754761,0.0,0.0010230179028132991,0.8415675766203315,0.8614581391012494,0.7642766957578249,0.4185126863044686,0.9152466472497729,0.00803619222059538,0.010679677136497513,0.34535104364326374,1.270230372912414e-16,0.0,0.4999388490823854,0.39578581506485216
pre1_09DIV_CS2_FOV1,0.3675279477414358,0.11527677374356733,0.21176470588235294,0.23826086956521741,0.3988745384647924,0.6108597053314752,0.015044915111537367,0.038558477514017385,0.02332705657513842,0.6325208269052761,0.33429175262226685,0.3164451642537351,0.3896649533607315,0.8288364919790979,0.12950633639710052,0.18768502072232088,0.39737991266375544,1.226105634216538e-10,0.0,0.18091897097850743,0.29342051930678364
pre1_09DIV_CS3_FOV1,0.344385493956023,0.035674829539187145,0.0911764705882353,0.7582608695652174,0.9331155207931009,0.10611412311293107,0.026663838457470806,0.000367099062947995,0.001366699926217318,0.8139690468756969,0.7993387723479954,0.7447698973636588,0.37836268037792564,0.9427645013044484,0.00932158538802913,0.014269463348434347,0.3737166324435318,1.981948130964908e-16,0.0,0.5387601844603278,0.4209935825071648
pre3_09DIV_CS1_FOV3,0.2779840249619986,0.026792804762272457,0.17647058823529413,0.9060869565217392,0.9067059208342364,0.13751854632085708,0.009171455789598212,0.0018731161661796995,0.0004302411740803591,0.8429248476641842,0.8694040323405661,0.8146261143048625,0.3140239375966929,0.8942952840277434,0.004245337394974395,0.006446205121040972,0.30282861896838603,8.7066380388661e-17,0.0,0.43979955067893983,0.33681280096698263
